published_date,title,domain
2020-08-03 16:25:00,Armed robbers give Shoprite employees chocolates to help them ‘calm down’,citizen.co.za
2020-08-03 16:25:00,De Blasio admits city skipped permit process to paint Black Lives Matter murals,nypost.com
2020-08-03 16:28:00,"Former Hamilton student trustees allege systemic racism within board, call for impeachment",toronto.ctvnews.ca
2020-08-03 16:30:00,I will be shocked if Nana Addo wins 2020 elections - Blakk Rasta,ghanaweb.com
2020-08-03 16:30:00,Pop-up testing in Queenstown exceeds expectations | Otago Daily Times Online News,odt.co.nz
2020-08-03 16:30:00,Long lines at Queenstown pop-up Covid testing spot,odt.co.nz
2020-08-03 16:31:00,PM's son says father amused by 'alien' protesters,ynetnews.com
2020-08-03 16:32:00,"As Trump downplays Covid-19 testing, White House begins requiring it",politico.com
2020-08-03 16:37:00,260 employees in Georgia's largest school district test positive for or exposed to coronavirus,nbcnews.com
2020-08-03 16:38:00,Emergency coronavirus restrictions enforced in two areas of Liverpool after cases soar,mirror.co.uk
2020-08-03 16:40:00,Four-month-old baby left ‘unconscious’ after smashing head on table during pub fight,thesun.co.uk
2020-08-03 16:40:00,"8 new COVID-19 cases in Elgin and Oxford, 3 in Middlesex-London Monday",london.ctvnews.ca
2020-08-03 16:46:29,Royal Navy counter-piracy warship HMS Trent sailing to Med,dailymail.co.uk
2020-08-03 16:49:00,Man feared murdered is found alive in woods after nearly five years,theguardian.com
2020-08-03 16:50:19,COVID-19: Buhari govt gives fresh update on reopening of schools,dailypost.ng
2020-08-03 16:50:59,260 lockdown 'land invasions' and counting for City of Cape Town,news24.com
2020-08-03 16:55:52,"Ethiopia's confirmed COVID-19 cases surpass 19,000 | English.news.cn",xinhuanet.com
2020-08-03 16:55:58,Students stuck paying thousands in rent for vacant rooms amid pandemic,globalnews.ca
2020-08-03 16:58:04,"Campaign launched to honour Meghan Cremer’s memory, empower young girls",ewn.co.za
2020-08-03 16:59:00,"Environment Canada ends tornado warning for Perth County, confirms twister near Mitchell",london.ctvnews.ca
2020-08-03 17:00:00,Tick. Tick podcast: Survey shows powerful polarisation along party lines,stuff.co.nz
2020-08-03 17:00:00,"Māori and Pasifika 'severely under-represented' at science faculties, study finds",stuff.co.nz
2020-08-03 17:00:00,Hamilton teen's thumb hangs from a thread after fight outside Fraser High School,stuff.co.nz
2020-08-03 17:00:37,CNN's April Ryan 'cannot wait' to see 'armed forces' pull Trump out of the White House,foxnews.com
2020-08-03 17:00:40,Trump order aims to curb US agencies' use of foreign workers | TheHill,thehill.com
2020-08-03 17:00:45,Nigeria Boko Haram: Governor says battle against militants being sabotaged,bbc.com
2020-08-03 17:01:00,Extra unemployment is over. So are most eviction moratoriums. Here's what relief could be coming next,cnbc.com
2020-08-03 17:01:04,How to speak China's language without selling out New Zealand schools?,nzherald.co.nz
2020-08-03 17:02:00,Georgia teen loses parents to coronavirus four days apart,nbcnews.com
2020-08-03 17:03:42,IHC lambastes authorities for incompetence over death of animals at Marghazar zoo,thenews.com.pk
2020-08-03 17:07:00,Murphy reverses indoor gathering rules in N.J. after a spike in the spread of coronavirus,nj.com
2020-08-03 17:09:03,"Coronavirus LIVE Updates: Maharashtra reports 8,968 new COVID-19 cases; toll rises to 15,842 - Health News",firstpost.com
2020-08-03 17:10:32,Tanzanite: Tanzanian miner earns millions after second rare find,bbc.com
2020-08-03 17:10:57,Tanzania: Bernard Membe Appointed Act-Wazalendo's Chief Advisor,allafrica.com
2020-08-03 17:14:00,"Reports of federation taking over Karachis control a bubble of hot air, says CM Shah",thenews.com.pk
2020-08-03 17:15:00,UPDATED: 104 Unity Colleges reopen tomorrow – FG,thenationonlineng.net
2020-08-03 17:16:44,"Brock University professor hits back over diversity essay, says social media 'rage' to blame",nationalpost.com
2020-08-03 17:18:00,"Curfew In Kashmir A Year After Union Territory Move, Article 370 Scrapped",ndtv.com
2020-08-03 17:20:39,British Vogue editor Edward Enninful says racial profiling 'can happen any day',news.sky.com
2020-08-03 17:23:50,"Nurse succumbs to COVID-19 in Kenya, a week after giving birth",capitalfm.co.ke
2020-08-03 17:26:30,SMEDA increases R&D activities to further SME development in Pakistan,profit.pakistantoday.com.pk
2020-08-03 17:27:50,Kwamena Ahwoi reveals Naadu and Konadu's role in Rawlings' broken relationship with Atta Mills,ghanaweb.com
2020-08-03 17:28:10,Former Moi Girls principal Cheramboss dies at 73,the-star.co.ke
2020-08-03 17:30:42,Environment Canada ends tornado warning for southwestern Ontario,theglobeandmail.com
2020-08-03 17:31:33,"Respect My Decision, Don't Come Insulting - Afia Schwarzenegger Tells Critics After",peacefmonline.com
2020-08-03 17:33:00,Students at Indiana school back on campus after classmate sent home with positive Covid-19 test,cnn.com
2020-08-03 17:37:00,Victoria police issue warning after used needle found tied to park railing,cbc.ca
2020-08-03 17:38:00,Benjamin Netanyahu: I will promote more severe punishment for child abuse,jpost.com
2020-08-03 17:39:01,"NPP, military mount roadblocks in Banda to prevent people from registering - Asiedu Nketia",myjoyonline.com
2020-08-03 17:40:32,EACC recovers Sh5bn Met Dept land grabbed 23 years ago,nation.co.ke
2020-08-03 17:42:00,Barack Obama omits AOC's name while endorsing New York Democrats,nypost.com
2020-08-03 17:43:00,"Sindh, Centre trade barbs on wheat price hike",thenews.com.pk
2020-08-03 17:43:06,Bengal Lockdown Dates For August Revised For Fourth Time,ndtv.com
2020-08-03 17:44:26,'Fury' in Melbourne over spike that ruined Australia's COVID-19 recovery: and it's set to get worse,dailymail.co.uk
2020-08-03 17:45:11,Kenya's National Police Service goes digital » Capital News,capitalfm.co.ke
2020-08-03 17:46:00,Manhattan D.A. Filing Signals Potential Trump Fraud Investigation,forbes.com
2020-08-03 17:46:42,PTA extends VPN registration deadline,nation.com.pk
2020-08-03 17:48:59,WB announces new country director for Pakistan,nation.com.pk
2020-08-03 17:49:00,Cosatu threatens to pull support from ‘feeble’ Ramaphosa administration,businesslive.co.za
2020-08-03 17:49:46,'Vile' rapist jailed for 'despicable' attack in Grimsby,bbc.com
2020-08-03 17:50:00,Govt approves hiring of six members of PTI digital media cell at information ministry,thenews.com.pk
2020-08-03 17:50:00,"1 dead, multiple collisions reported over August long weekend",cbc.ca
2020-08-03 17:50:44,Smart lockdown for Eid,pakistantoday.com.pk
2020-08-03 17:53:29,Presidency reaffirms commitment to press freedom and appeals for unifying and tolerant journalism,nbc.na
2020-08-03 17:55:00,Downing Street confirms lockdowns possible for England’s cities,ft.com
2020-08-03 17:57:00,"Accrington murder trial: boy killed woman and moved body in bin, court told",theguardian.com
2020-08-03 17:58:02,Mnangagwa appoints an Airforce doctor as Permanent Secretary for Minister,thezimbabwemail.com
2020-08-03 17:58:12,Coronavirus: Infected final year students to write WASSCE at isolation exam centres,ghanaweb.com
2020-08-03 17:59:11,Media Ombudsman calls on journalists to unite against threats,nbc.na
2020-08-03 18:01:00,"Why stage 3 lockdowns were successful, but not quite enough",abc.net.au
2020-08-03 18:02:23,Zondo dismisses Judge Makhubela's postponement bid at state capture inquiry,news24.com
2020-08-03 18:04:00,More than 500 GCQ violators caught in Cebu City: police,news.abs-cbn.com
2020-08-03 18:04:39,Government urges post-Brexit drug stockpiles,bbc.com
2020-08-03 18:05:12,"Man shot dead at funeral of son, 8, who died from cancer",dailymail.co.uk
2020-08-03 18:09:00,Fauci says he thinks there is 'a degree' of airborne spread of the coronavirus,cnbc.com
2020-08-03 18:10:34,Progressive Caucus co-chair: Reported oversight change in intelligence office 'seems a bit...fascist' | TheHill,thehill.com
2020-08-03 18:10:40,Texas Gov. Abbott skipping GOP convention to deal with coronavirus outbreak,foxnews.com
2020-08-03 18:10:50,Singapore is making foreign visitors wear electronic tags to ensure they follow quarantine rules,dailymail.co.uk
2020-08-03 18:11:37,Journalist covering Trump trip to Florida tests positive for coronavirus | TheHill,thehill.com
2020-08-03 18:12:25,Nancy Pelosi says Dems pushing for $600 unemployment benefit while jobless rate high,businessinsider.com
2020-08-03 18:13:00,"On anniversary of Article 370 repeal, fear of unrest, curfew in Srinagar",timesofindia.indiatimes.com
2020-08-03 18:19:00,Ottawa breaks trend with only 4 new COVID-19 cases,cbc.ca
2020-08-03 18:21:35,Dumped PPE evidence in Covid-19 looting?,citizen.co.za
2020-08-03 18:22:00,"Environment Canada ends thunderstorm watch for Waterloo Region, confirms tornado near Mitchell",kitchener.ctvnews.ca
2020-08-03 18:23:00,7 new COVID-19 cases in Manitoba on Monday,cbc.ca
2020-08-03 18:23:27,Check out Eid attire of Sarah Khan & Falak Shabbir,nation.com.pk
2020-08-03 18:27:00,John Oliver Examines Why U.S. “History” Varies So Wildly From State to State,slate.com
2020-08-03 18:27:48,BREAKING: Malema calls for the removal of Zimbabwe Embassy in South Africa,bulawayo24.com
2020-08-03 18:29:41,Maryland Gov. Hogan overrules county mandate for private schools to go virtual,foxnews.com
2020-08-03 18:30:00,VIDEO: Schools in FCT reopen for students in terminal classes,vanguardngr.com
2020-08-03 18:30:09,"Ogun: Gov Abiodun makes u-turn, stops payment of N25,000 COVID-19 test fee",dailypost.ng
2020-08-03 18:32:29,"Night curfew lifted in Pune & Pimpri-Chinchwad, clarify police",indianexpress.com
2020-08-03 18:33:00,Metal detectorist guards £100k hoard of silver for two sleepless nights amid 'nighthawk' fears,telegraph.co.uk
2020-08-03 18:36:24,Kate Hawkesby: Legalising cannabis - why would we be so dumb?,nzherald.co.nz
2020-08-03 18:36:40,"Residents of twin cities celebrate Eid with religious zeal, fervour",nation.com.pk
2020-08-03 18:38:00,TelOne launches Impact Learning – an eLearning platform,techzim.co.zw
2020-08-03 18:38:23,"Rawlings saw me, Kojo Tsikata, P. V Obeng; others as 'greedy bastards' - Kwamena Ahwoi",myjoyonline.com
2020-08-03 18:38:31,PIA sacks five more pilots over fake licences,tribune.com.pk
2020-08-03 18:39:07,NSFAS funding applications officially opened,ewn.co.za
2020-08-03 18:40:00,"Joseph Dawha, ex-NNPC GMD, is dead",thecable.ng
2020-08-03 18:49:00,COVID-19 in Quebec: What you need to know Monday,cbc.ca
2020-08-03 18:53:00,Shujaat calls party meeting,pakobserver.net
2020-08-03 18:53:17,Sharif Group's CFO handed over to NAB on physical remand,tribune.com.pk
2020-08-03 18:54:00,Kisumu father arrested for beating his teenage daughter to death,nation.co.ke
2020-08-03 18:55:00,ANC fumes as ex-mayor Bobani takes over infrastructure job from Lungisa,timeslive.co.za
2020-08-03 18:57:06,"NSFAS applications open for 2021, says higher education dept",news24.com
2020-08-03 18:58:37,Mahama questioned over free primary healthcare promise,ghanaweb.com
2020-08-03 18:59:00,'It's a nightmare': Dylan Ehler's parents up reward to $15K for safe return,atlantic.ctvnews.ca
2020-08-03 19:00:00,"Army ignores court order, bars lawyer from seeing detained soldier",punchng.com
2020-08-03 19:01:00,Why coronavirus cases in England might NOT be rising - despite warnings,express.co.uk
2020-08-03 19:06:00,Brussels FINALLY understands Boris Johnson won't compromise to seal Brexit deal,express.co.uk
2020-08-03 19:09:00,Saskatoon man stabbed in hotel,saskatoon.ctvnews.ca
2020-08-03 19:10:00,Calgary golfer records four holes-in-one in 401 days,calgary.ctvnews.ca
2020-08-03 19:11:00,Kerryn Phelps calls for compulsory masks to stop spread of coronavirus in NSW and for closure of air border with Victoria on Q+A,abc.net.au
2020-08-03 19:13:16,Cops probing 'targeted shooting' in Woodbridge,torontosun.com
2020-08-03 19:14:00,L.A. party for first responders appeared to disregard social distancing standards,nbcnews.com
2020-08-03 19:17:05,"EXCLUSIVE: How Nigeria's Inspector-General Of Police, Adamu, Illegally Raised Millions Of Naira For Construction Of Training School In Nasarawa",saharareporters.com
2020-08-03 19:19:45,JUST IN: One dead in Lagos gas explosion,thenationonlineng.net
2020-08-03 19:20:21,"Covid-19: National Assembly speaker to consider DA, EFF's proposals to deal with corruption",news24.com
2020-08-03 19:21:03,Morning Briefing August 4: PM bursts Auckland Airport's bubble,tvnz.co.nz
2020-08-03 19:22:00,"RWMC, Cantt boards complete Eid-ul-Azha cleanliness operation",pakobserver.net
2020-08-03 19:24:00,"COVID-19 test for students now free, as Ogun makes U-turn",vanguardngr.com
2020-08-03 19:25:01,Norma Gigaba 'not aware of conspiracy to murder allegations',iol.co.za
2020-08-03 19:26:32,Number of Chicago shooting victims under 10 years old triples from last year,foxnews.com
2020-08-03 19:30:00,"Likud minister: If Gantz fails to back budget, we'll form alternative government",timesofisrael.com
2020-08-03 19:30:34,House committee requests hearing with postmaster general amid mail-in voting concerns | TheHill,thehill.com
2020-08-03 19:31:00,"How negotiations over second $1,200 stimulus checks could shape up",cnbc.com
2020-08-03 19:33:07,Seven-hectare wildfire beside Coquihalla Highway ignited by vehicle fire,globalnews.ca
2020-08-03 19:36:00,"Used, uncapped needle secured to railing in B.C. park prompts warning from police",bc.ctvnews.ca
2020-08-03 19:38:01,SEZA signs key agreements to cement mandate,news.thevoicebw.com
2020-08-03 19:39:00,COVID-19 Saskatchewan 17 new cases 15 hospital,regina.ctvnews.ca
2020-08-03 19:44:09,Staying the Course Golden Agri-Resources' latest Sustainability Report highlights continued commitment to responsible production,theweek.in
2020-08-03 19:50:00,Teachers demand major changes ahead of Scottish schools reopening,telegraph.co.uk
2020-08-03 19:50:23,BREAKING: Ogun declares COVID-19 test free for SSS3 Students,thenationonlineng.net
2020-08-03 19:50:30,WAEC: FCT announces resumption date for graduating students,dailypost.ng
2020-08-03 19:51:27,Lanes under water: Auckland motorists told to go a different route,nzherald.co.nz
2020-08-03 19:53:23,"Burglars jailed for stealing more than £500,000 from homes of celebrities",news.sky.com
2020-08-03 19:57:00,School feeding programme gulped over N500m during lockdown – Minister,vanguardngr.com
2020-08-03 19:57:00,School feeding programme gulps over N500m during Lockdown – Minister,vanguardngr.com
2020-08-03 20:01:15,Revenue allocation formula deadlock hurting city service delivery,the-star.co.ke
2020-08-03 20:01:25,Asantehene Gets Voters' ID Card,modernghana.com
2020-08-03 20:02:40,Esper pays tribute to 9 service members killed in training accident,foxnews.com
2020-08-03 20:04:46,"Women, Girls Hardest Hit By COVID-19 – NPC",modernghana.com
2020-08-03 20:06:00,Parklands Christian College hit by coronavirus scare to remain closed another week as test result delays stretch patience,abc.net.au
2020-08-03 20:11:00,N.J. sees spike in COVID-19 cases as residents slack off on masks and social distancing,nbcnews.com
2020-08-03 20:18:21,"“Purchase Garments, Textiles, Vehicles Produced In Ghana” – Prez Akufo-Addo To Public Agencies",peacefmonline.com
2020-08-03 20:19:00,Coronavirus - Ethiopia: COVID-19 reported cases in Ethiopia (3rd August 2020),einnews.com
2020-08-03 20:23:00,Rollout of COVID Alert app faces criticism over accessibility,cbc.ca
2020-08-03 20:23:45,Christchurch mosque shooting: Keeping Brenton Tarrant behind bars expected to cost taxpayers millions of dollars,newshub.co.nz
2020-08-03 20:24:30,"Texts revealed: Tauranga mayor Tenby Powell considered resigning, called a colleague a 'soft c**k'",nzherald.co.nz
2020-08-03 20:25:00,"In policy reversal, Health Ministry said to increase testing of asymptomatics",timesofisrael.com
2020-08-03 20:25:00,Unions say government has 'head in sand' over 2021 GCSEs and A-levels,theguardian.com
2020-08-03 20:26:00,"Q+A: 'catastrophic' Covid-19 outbreaks in aged care could have been prevented, doctors say",theguardian.com
2020-08-03 20:26:15,Former member of PTI social media team appointed at top position in info ministry,geo.tv
2020-08-03 20:28:00,Michigan state senator critical of state shutdown tests positive for Covid-19,cnn.com
2020-08-03 20:28:07,Rotorua Mongrel Mob member Raymond Jury on trial for murdering Trevor Rikihana,nzherald.co.nz
2020-08-03 20:29:00,"CJI not same as SC, says defiant Prashant Bhushan",timesofindia.indiatimes.com
2020-08-03 20:30:00,MALEMA CALLS FOR REMOVAL OF ZIM EMBASSY,newsdzezimbabwe.co.uk
2020-08-03 20:32:00,Quebec authorities defend new 250 people limit on gatherings as low-risk,montreal.ctvnews.ca
2020-08-03 20:33:13,President Akufo-Addo unveils first VW vehicle assembled in Ghana,myjoyonline.com
2020-08-03 20:35:52,"Both NPP, NDC guilty of busing people registration centres in Banda – Defence Minister",myjoyonline.com
2020-08-03 20:36:00,NDA screening test to hold Aug. 15 – Registrar,vanguardngr.com
2020-08-03 20:37:30,"Coronavirus updates, Aug. 3: Under pressure from parents and teachers, Quebec to update back-to-school plan next week",montrealgazette.com
2020-08-03 20:38:13,"Trump fires chair of Tennessee Valley Authority, calls for ouster of CEO over high pay",foxnews.com
2020-08-03 20:39:22,Chadema picks Tundu Lissu as Presidential candidate for 2020 polls,thecitizen.co.tz
2020-08-03 20:40:00,Facemask a must before Students write NDA test,vanguardngr.com
2020-08-03 20:40:00,'N41bn fraud': Elumelu gives senator 7-day ultimatum to apologise over false allegation,thecable.ng
2020-08-03 20:41:28,Falana Calls For Probe Of Conditions In Nigeria’s $79bn Foreign Loans,channelstv.com
2020-08-03 20:42:39,Largest fire in B.C. burning near Princeton,globalnews.ca
2020-08-03 20:43:49,"Deborah Birx slammed by both Trump, Pelosi in her role as White House coronavirus coordinator",usatoday.com
2020-08-03 20:44:31,Otherwise healthy Israeli woman in advanced pregnancy on ventilator with COVID-19,haaretz.com
2020-08-03 20:45:00,"Andrew Furey wins Liberal leadership race, will become 14th premier of N.L.",cbc.ca
2020-08-03 20:46:36,Demolish building on access road - East Legon residents appeal,myjoyonline.com
2020-08-03 20:50:00,India’s Covid count on Sunday highest in world,timesofindia.indiatimes.com
2020-08-03 20:50:00,Illinois community leaders want to abolish history lessons in schools,cnn.com
2020-08-03 20:50:04,"NPP, NDC guilty of busing people to registration centres in Banda – Defence Minister",myjoyonline.com
2020-08-03 20:50:13,Aleem appeals Sindh CM to provide wheat to flour mills at lesser rates,nation.com.pk
2020-08-03 20:51:00,NY hits record new low for coronavirus hospitalizations,nypost.com
2020-08-03 20:51:00,Man charged for allegedly presenting pistol at police in central Auckland,stuff.co.nz
2020-08-03 20:56:00,"Sydney news: Chief executive of NSW insurer iCare quits, and two Sydney schools closed due to coronavirus",abc.net.au
2020-08-03 20:56:33,Ogun Cancels COVID-19 Test Requirements For Returning SS3 Boarding Students,channelstv.com
2020-08-03 20:59:00,Coronavirus updates LIVE: Victorian businesses subject to tough COVID-19 restrictions amid stage four lockdown; two western Sydney schools close as Australian death toll stands at 221,smh.com.au
2020-08-03 21:01:28,New mum nurse dies after testing negative for Covid-19,standardmedia.co.ke
2020-08-03 21:01:29,"51,312 tonnes of carcasses safely buried in three days: Nasir",nation.com.pk
2020-08-03 21:01:31,Why reinfections are making search for vaccine hard,standardmedia.co.ke
2020-08-03 21:02:00,How a teenager became homeless and a carer before he was old enough to vote,abc.net.au
2020-08-03 21:02:00,Huge blow after firms ordered to surrender Sh5 billion city land,standardmedia.co.ke
2020-08-03 21:03:00,Tanzanian miner hits big with third piece of Tanzanite selling for US $2 million,africanews.com
2020-08-03 21:04:04,"Gov. Kemp signs bill allowing stores to deliver beer, wine, liquor to Georgians’ homes",ajc.com
2020-08-03 21:04:39,"I'd get everyone back NOW to save us from ruin, CHARLIE MULLINS",dailymail.co.uk
2020-08-03 21:05:58,"Coronavirus NSW: Greenway Park Public School, Bonnyrigg High School close",news.com.au
2020-08-03 21:06:00,Trump wants broader role for telehealth services in Medicare,cnbc.com
2020-08-03 21:06:20,Njugush has fed my family for two years — Abel Mutua,the-star.co.ke
2020-08-03 21:08:00,"Woman, 94, dies from injuries after fatal collision in Cork",irishexaminer.com
2020-08-03 21:09:00,Navy investigating incident in which Navy SEAL Museum used a Colin Kaepernick 'target' for military dog demonstration,cnn.com
2020-08-03 21:11:08,When your second stimulus check could arrive—once Congress actually passes a new relief bill,fortune.com
2020-08-03 21:15:00,Forensic auditor will examine Sushant’s a/cs: Mumbai top cop,timesofindia.indiatimes.com
2020-08-03 21:15:09,PML-Q weighs options in changing political scenario,nation.com.pk
2020-08-03 21:16:10,Smart lockdown extends in Balochistan,nation.com.pk
2020-08-03 21:18:46,"Coronavirus: Feds keep lid on some PPE contract company names, prices",globalnews.ca
2020-08-03 21:21:18,3 youth arrested for displaying weapon on video,nation.com.pk
2020-08-03 21:22:30,Strict IFSC regime leads to a decline in accredited companies,news.thevoicebw.com
2020-08-03 21:25:00,"'Huge, foolish mistake': Sturgis residents split over giant bike rally as coronavirus cases rise",nbcnews.com
2020-08-03 21:25:10,"Biden skipping debates would 'only reinforce questions about if he’s too weak' to lead, Ari Fleischer says",foxnews.com
2020-08-03 21:27:00,Michael Bublé headlines the latest Order of British Columbia appointments,cbc.ca
2020-08-03 21:29:00,Trump USAID appointee unloads as rocky tenure ends,politico.com
2020-08-03 21:30:00,"Homeowners offered up to £10,000 for energy efficiency changes as Government seeks 'green recovery'",telegraph.co.uk
2020-08-03 21:33:00,Why some mail-in ballots are rejected and how to make sure your vote counts,cbsnews.com
2020-08-03 21:36:00,Halifax home suffers major damage after Monday afternoon fire,cbc.ca
2020-08-03 21:40:00,Group of Victorian politicians defy lockdown to gather on Tuesday,theage.com.au
2020-08-03 21:41:00,COVID-19 pandemic responsible for sack of pilots — Air Peace,vanguardngr.com
2020-08-03 21:41:33,NAB’s role in curtailing corruption commended by Transparency International,nation.com.pk
2020-08-03 21:42:00,Third lawyer joins Netanyahu defense team in his corruption trial,timesofisrael.com
2020-08-03 21:43:17,Dele Adesina Calls For Fresh NBA Elections,channelstv.com
2020-08-03 21:43:20,B.C. professor says one-year suspension over Facebook post 'violates his academic freedom',nationalpost.com
2020-08-03 21:44:00,No10 drops plans to lockdown over 50s after furious backlash that shielding measures would be ‘ageist’,thesun.co.uk
2020-08-03 21:45:00,"MURIC rejects 2020 WASSCE timetable, says it’s anti-Muslim",vanguardngr.com
2020-08-03 21:45:00,"MURIC rejects 2020 WASSCE timetable, says it’s anti-muslim",vanguardngr.com
2020-08-03 21:45:00,New U.S. postmaster to appear at Congressional hearing on mail delays,nj.com
2020-08-03 21:47:00,"Queensland man claiming to be consular official bypassed hotel quarantine, was private security contractor, DFAT reveals",abc.net.au
2020-08-03 21:47:57,WB approves two projects in concessional financing from IDA,brecorder.com
2020-08-03 21:47:57,International organisation backs Nam journalists,namibian.com.na
2020-08-03 21:48:03,WB announces new country director for Pakistan,brecorder.com
2020-08-03 21:48:03,"SMEDA increases research, development activities",brecorder.com
2020-08-03 21:48:33,"Ufone Master Classes: Over 7,000 students benefitted from programme",brecorder.com
2020-08-03 21:48:33,9014 emergency victims get care during Eid holidays,brecorder.com
2020-08-03 21:48:33,"Misappropriation, less grinding of subsidized wheat: Punjab govt recovers Rs206.48m from 148 flour mills",brecorder.com
2020-08-03 21:49:59,Shane Jones' 10000 jobs creation through Provincial Growth Fund claim under scrutiny,nzherald.co.nz
2020-08-03 21:50:00,White House-USAID liaison fired after series of anti-LGBTQ tweets,nbcnews.com
2020-08-03 21:50:36,"Former NNPC Group Managing Director, Dawha, Is Dead",saharareporters.com
2020-08-03 21:54:00,"Shatta Wale, Afia Schwar and 3 other celebs who have declared ""4 more for Nana"" ahead of 2020 election",yen.com.gh
2020-08-03 21:55:00,NDA screening test to hold Aug. 15 – Registrar,dailytrust.com.ng
2020-08-03 22:00:00,Pregnant woman among two taken to hospital after four-car accident,tnp.sg
2020-08-03 22:00:00,CNB officer gets 18 months' jail for swapping urine samples,tnp.sg
2020-08-03 22:02:00,M25 lockdown: Will London inside M25 be locked down?,express.co.uk
2020-08-03 22:05:00,"Police bodycam footage of George Floyd arrest leaked, published despite public distribution being prohibited",foxnews.com
2020-08-03 22:06:00,"3 tornadoes touched down Sunday, Environment Canada says",cbc.ca
2020-08-03 22:08:23,Only Names Of Ghanaians Must Be On Voters Register - EC,peacefmonline.com
2020-08-03 22:09:49,Leah Remini calls out Karen Bass for past praise of Scientology: Victims 'deserve better from you',foxnews.com
2020-08-03 22:10:29,Fakhar Imam calls on Sindh to release stocked wheat to meet national requirements,nation.com.pk
2020-08-03 22:14:00,Obama issues first 2020 endorsements: 'Our country's future hangs on this election',cnn.com
2020-08-03 22:15:00,Severe thunderstorm watch for Calgary ended | CTV News,calgary.ctvnews.ca
2020-08-03 22:15:34,WASSCE: Accra MCE Wishes Candidates Best Of Luck,peacefmonline.com
2020-08-03 22:16:59,Kris Kobach riles establishment Republicans in Kansas Senate primary,foxnews.com
2020-08-03 22:17:00,"Animal rights group offers $5,000 reward for information on who put 'Trump 2020' sticker on a bear",cnn.com
2020-08-03 22:17:18,Discharged Stunner warns of Covid-19 danger,chronicle.co.zw
2020-08-03 22:18:14,Form 2 pupil hangs self,chronicle.co.zw
2020-08-03 22:21:55,"Corona claims two more lives in Sindh, infects 219 others",nation.com.pk
2020-08-03 22:23:32,"We Groomed Okudzeto Ablakwa, Omane Boamah And Ofosu Kwakye To Finish Rawlings — Kwamena Ahwoi",modernghana.com
2020-08-03 22:23:37,Hamilton school knife fight: Teen's thumb left hanging by a thread,nzherald.co.nz
2020-08-03 22:25:00,"COVID-19 IS REAL, SAYS STUNNER AS HE LEAVES HOSP",newsdzezimbabwe.co.uk
2020-08-03 22:26:00,"Illinois launches $5 million mask awareness campaign, Pritzker opens door to fines for those who disregard rul",chicagotribune.com
2020-08-03 22:28:00,'Lucky to be alive' wheel collides with northbound truck on Highway 400,barrie.ctvnews.ca
2020-08-03 22:32:49,Villagers block road to protest load-shedding,nation.com.pk
2020-08-03 22:34:51,Ban imposed on two-stroke rickshaws in Lakki,nation.com.pk
2020-08-03 22:35:00,Egerton Ryerson's stone legacy uncertain as student petition demands its' removal from campus grounds,nationalpost.com
2020-08-03 22:35:46,Four receive burn injuries,nation.com.pk
2020-08-03 22:38:02,"Nigeria Records 288 More COVID-19 Cases, Total Infections Exceed 44,000",channelstv.com
2020-08-03 22:40:39,Judge Makhubele finally appears – to request a postponement,dailymaverick.co.za
2020-08-03 22:41:15,"IPCA says police officer who kicked, punched a man while arresting him should have been charged",nzherald.co.nz
2020-08-03 22:43:00,Meghan Markle & Prince Harry's Dog's Name Has The Sweetest Meaning,romper.com
2020-08-03 22:43:00,Chua: I defected out of loyalty for Anwar,theborneopost.com
2020-08-03 22:46:00,'I'm not a communist': Potential Biden running mate Rep. Bass reassures Cuban American voters,nbcnews.com
2020-08-03 22:46:00,Chad Wolf emerges as Trump’s favorite Department of Homeland Security chief,washingtonpost.com
2020-08-03 22:50:12,What you can and can’t do during Melbourne’s stage four lockdown restrictions,heraldsun.com.au
2020-08-03 22:50:20,New tea rules to take effect in September,standardmedia.co.ke
2020-08-03 22:51:00,Waterloo Regional Police respond to report of Cambridge robbery,kitchener.ctvnews.ca
2020-08-03 22:53:00,"Trump to sign order aimed at boosting rural health care, telehealth",politico.com
2020-08-03 22:55:00,Trump says TikTok sale can go through but only if the US gets a cut,cnn.com
2020-08-03 22:56:31,Coronavirus Australia: 6.5m Aussies set to go hungry,news.com.au
2020-08-03 22:57:12,Chicago leaders call for Illinois to abolish history class until a less 'racist' curriculum is formed,foxnews.com
2020-08-03 22:58:46,Trump suggests revote in New York congressional primary amid slow ballot count | TheHill,thehill.com
2020-08-03 22:59:41,Trump calls Manhattan DA probe into his taxes a 'continuation of the witch hunt' | TheHill,thehill.com
2020-08-03 23:01:00,Katie Perrior: It's still cowboy country in politics,thetimes.co.uk
2020-08-03 23:01:00,Schools to get coronavirus testing squads to help them stay open,thetimes.co.uk
2020-08-03 23:02:00,Tripura CM undergoes Covid-19 test after kin test positive,timesofindia.indiatimes.com
2020-08-03 23:02:38,Trump calls for re-run of 'total disaster' NY congressional race amid mail-in ballot problems,foxnews.com
2020-08-03 23:03:18,Tigray authorities reject Ethiopian Upper House warning over election,borkena.com
2020-08-03 23:05:59,Covid 19 Coronavirus: Isolating woman reduced to tears after yoga class pulled,nzherald.co.nz
2020-08-03 23:06:00,UK rural crime hits eight-year high as organised gangs target farms,ft.com
2020-08-03 23:07:00,"3 months after Dylan Ehler went missing, his parents renew plea for tips",cbc.ca
2020-08-03 23:07:07,Shafie wants only loyal candidates,thestar.com.my
