Word,Frequency
starbucks,1
stark,1
starred,1
started,1
starved,1
stash,1
station,1
stations,1
statues,1
stature,1
status,1
statute,1
steadman,1
steak,1
steal,1
stealing,1
steam,1
steamed,1
steaming,1
steele,1
steeling,1
steered,1
steering,1
stench,1
stepped,1
stepping,1
stevia,1
stew,1
sticking,1
sticks,1
stiff,1
stings,1
stirring,1
stirs,1
stock,1
stocking,1
stockpiling,1
stokes,1
stole,1
stoli,1
stones,1
stonewall,1
stonewalling,1
storied,1
stormed,1
storms,1
stormtrooper,1
storyteller,1
storytelling,1
straight,1
strained,1
strangest,1
strap,1
strategists,1
straw,1
strength,1
stress,1
stricter,1
strife,1
striking,1
string,1
strip,1
strippers,1
strips,1
stronger,1
strongest,1
stronghold,1
strongly,1
struck,1
struggling,1
studded,1
stumble,1
stumbles,1
stumbling,1
stunner,1
stupidity,1
sturgeon,1
stymied,1
subject,1
submits,1
subtlety,1
subtweeting,1
subvert,1
subverts,1
succeeds,1
successes,1
successful,1
successfully,1
succession,1
suffered,1
suffering,1
sufficient,1
suffrage,1
sugars,1
suger,1
suggest,1
suggested,1
sullivan,1
summit,1
summon,1
sumter,1
sun,1
sundance,1
sunflower,1
sunnylands,1
sunstein,1
superdelegates,1
supergirl,1
superheroes,1
superman,1
supermarkets,1
superpower,1
superstar,1
supervillain,1
supervillainess,1
supply,1
supported,1
supporting,1
supposed,1
suppression,1
surface,1
surfers,1
surfing,1
surges,1
surprises,1
surrender,1
surrey,1
surrogate,1
surround,1
surrounding,1
surveilled,1
survey,1
survival,1
survives,1
survivors,1
suspended,1
suspension,1
sustained,1
sutherland,1
suudi,1
swagger,1
sway,1
sweat,1
sweden,1
sweep,1
swimsuit,1
swine,1
swinging,1
swirling,1
swiss,1
switch,1
switches,1
swoonfest,1
swoons,1
swords,1
swore,1
sy,1
sycophancy,1
sydow,1
symmetric,1
sympathizing,1
symphony,1
symptoms,1
syrup,1
szydlo,1
ta,1
tackled,1
tactic,1
tactical,1
tag,1
tai,1
tainted,1
takeaway,1
takeout,1
takeover,1
tall,1
tally,1
tame,1
tamp,1
tan,1
tangible,1
tango,1
tanks,1
tantrum,1
tap,1
targeting,1
tariffs,1
taser,1
tass,1
taunt,1
taxonomy,1
taxpayer,1
taxpayers,1
tbilisi,1
teacher,1
tear,1
tease,1
techno,1
technology,1
tee,1
teenager,1
teens,1
teeth,1
tehama,1
tehran,1
temper,1
tenacious,1
tender,1
tennison,1
tense,1
tenure,1
tequila,1
termer,1
terms,1
terrence,1
terrestrial,1
terrific,1
terrified,1
terrifying,1
territories,1
territory,1
terrorism,1
tested,1
testified,1
texts,1
thaad,1
thank,1
thankful,1
theatergoers,1
theatre,1
theatrical,1
theatrics,1
thee,1
theme,1
theorizing,1
therein,1
theresa,1
thermodynamics,1
thick,1
thievery,1
thin,1
thinker,1
thinkers,1
thinnest,1
thirst,1
thompson,1
thoughts,1
thousand,1
threw,1
thrilled,1
thrives,1
throats,1
thrones,1
thug,1
thuggish,1
thunder,1
thundercat,1
thwarted,1
thwarting,1
tiananmen,1
ticking,1
ticktock,1
tidy,1
tiger,1
tighten,1
tilted,1
timid,1
timidity,1
tingling,1
tino,1
tip,1
tipping,1
tips,1
title,1
titles,1
tobacco,1
tocqueville,1
todd,1
toddler,1
tofu,1
toilet,1
tomato,1
ton,1
tongue,1
tony,1
tools,1
tootsie,1
topping,1
topple,1
toppled,1
tops,1
tornado,1
tornadoes,1
toronto,1
tortillas,1
torture,1
tortured,1
tosses,1
totally,1
totenberg,1
touchstone,1
tourism,1
tourist,1
tournament,1
toussaint,1
tower,1
toy,1
traced,1
tracing,1
tracked,1
traction,1
trademark,1
traders,1
traditions,1
traffic,1
traffickers,1
tragic,1
trail,1
trailblazer,1
trains,1
traitor,1
tram,1
transaction,1
transcended,1
transfer,1
transfers,1
transformation,1
transmit,1
transportation,1
trap,1
travails,1
traveler,1
travels,1
travolta,1
treachery,1
tread,1
treating,1
treaty,1
trends,1
tribal,1
tricks,1
trifecta,1
trigger,1
triggered,1
triggering,1
triggers,1
trillion,1
trips,1
trisha,1
tristan,1
triumph,1
trolls,1
troops,1
tropical,1
tropics,1
trotz,1
trove,1
trumpist,1
trumpists,1
trumpland,1
trumpocalypse,1
trumpocracy,1
trumps,1
trumpy,1
truthful,1
trysts,1
tulsi,1
tunes,1
turan,1
turf,1
turkeys,1
turkish,1
turner,1
tussauds,1
tutman,1
tutorial,1
tvg,1
tweak,1
tweeting,1
twins,1
twist,1
twisted,1
twists,1
twisty,1
tying,1
tyler,1
typhoon,1
typical,1
uc,1
ucla,1
uk,1
ukrainians,1
ultimately,1
umbrella,1
unabashed,1
unabashedly,1
unacceptable,1
unanimous,1
unavoidably,1
unbelievable,1
unc,1
uncannily,1
uncertainty,1
unchanged,1
uncharted,1
unchastened,1
uncle,1
unconventional,1
uncover,1
uncovers,1
underappreciated,1
underbellies,1
undercover,1
undercutting,1
underestimated,1
underestimates,1
underground,1
underlying,1
undermining,1
underrated,1
underreported,1
understated,1
understood,1
undertow,1
underwater,1
undocumented,1
uneasy,1
unethical,1
unfair,1
unfettered,1
unfilled,1
unfinished,1
unflinching,1
unhinged,1
unholy,1
unified,1
unimaginable,1
uniquely,1
unites,1
universal,1
universe,1
unlawful,1
unlock,1
unmade,1
unmasking,1
unnecessary,1
unnoticed,1
unpatriotic,1
unpopularity,1
unprecedented,1
unproven,1
unravel,1
unreason,1
unredacted,1
unregistered,1
unrivaled,1
unsettled,1
unsettling,1
untamed,1
untested,1
untouchable,1
unveil,1
unwelcome,1
upheaval,1
uphill,1
uphold,1
upholding,1
upholds,1
uproar,1
upscale,1
upstanding,1
upstate,1
urgency,1
usc,1
useful,1
useless,1
uselessness,1
uses,1
utilities,1
vacant,1
vacate,1
vacation,1
vaccinate,1
vaccine,1
vaccines,1
valentine,1
valeriani,1
valley,1
valuable,1
vapid,1
var,1
various,1
vast,1
vastly,1
vatican,1
vaxxers,1
vecchione,1
veep,1
veers,1
vegan,1
vegetarian,1
veiled,1
venerable,1
venice,1
vents,1
venture,1
vermeer,1
version,1
versions,1
vetting,1
vexed,1
vibrant,1
vicious,1
victim,1
victimization,1
victims,1
victorian,1
videos,1
vies,1
vietnamese,1
viewed,1
viewer,1
vilification,1
village,1
villain,1
vincent,1
vindicated,1
vindman,1
vintage,1
violent,1
virtually,1
virtue,1
visas,1
visionaries,1
visited,1
vistas,1
visuals,1
vividly,1
vladimir,1
vocabulary,1
vocal,1
vogue,1
volkswagen,1
volleys,1
volunteers,1
vonn,1
vorkin,1
vows,1
vulgar,1
vulnerabilities,1
vulnerability,1
wacky,1
wada,1
wading,1
wage,1
waived,1
wajda,1
walcott,1
wald,1
walk,1
walker,1
walking,1
walks,1
wallace,1
walsh,1
walter,1
walters,1
walton,1
wane,1
ward,1
warfare,1
warm,1
warmer,1
warn,1
warner,1
warp,1
warrant,1
warrants,1
warriors,1
wary,1
wash,1
wasserman,1
watchmen,1
waterfront,1
watergates,1
watermelon,1
waver,1
wax,1
waxes,1
weakens,1
weaker,1
weaknesses,1
wealth,1
weaver,1
wedge,1
weed,1
weeks,1
weighing,1
weinstein,1
weird,1
weisberg,1
weissmann,1
wells,1
wes,1
western,1
westeros,1
westhuizen,1
wetland,1
whenever,1
whipping,1
whitewater,1
wicked,1
widen,1
widens,1
wields,1
wildfire,1
wildfires,1
wildlife,1
wiles,1
willfully,1
williamson,1
willing,1
winding,1
window,1
windows,1
winston,1
wintour,1
wipeout,1
wires,1
wiretapped,1
wishful,1
wishing,1
wit,1
withdraw,1
withhold,1
within,1
wives,1
wizard,1
wmd,1
wonks,1
wood,1
woolf,1
wootten,1
worker,1
worrisome,1
worsen,1
wound,1
wray,1
wreaks,1
wreckage,1
wrecking,1
wrench,1
wrest,1
wrestle,1
wrestled,1
write,1
wrongs,1
xenophobic,1
yang,1
yarvitz,1
yawn,1
yearbook,1
yellow,1
yemen,1
yield,1
ymca,1
yoga,1
yogurt,1
yoo,1
youngest,1
youthful,1
zealand,1
zelensky,1
zelizer,1
zellweger,1
zen,1
zimbabwe,1
zombie,1
zsa,1
ºlmesi,1
ºr,1
ßok,1
ßƒ,1
äâ,1
äúall,1
äúexecutive,1
äúmark,1
äúslow,1
æt,1
üƒ,1
πrger,1
